
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
n+co54-->p+fe54 reacIndex=1324 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 594:
he4+fe54-->n+ni57 reacIndex=1325 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni57-->he4+fe54 reacIndex=1326 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 595:
he4+fe54-->p+co57 reacIndex=1327 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+co57-->he4+fe54 reacIndex=1328 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 596:
fe55+e-->mn55+nu reacIndex=1329 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 597:
n+fe55-->fe56 reacIndex=1330 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe56-->n+fe55 reacIndex=1331 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 598:
p+fe55-->co56 reacIndex=1332 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co56-->p+fe55 reacIndex=1333 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 599:
he4+fe55-->ni59 reacIndex=1334 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni59-->he4+fe55 reacIndex=1335 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 600:
p+fe55-->n+co55 reacIndex=1336 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co55-->p+fe55 reacIndex=1337 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 601:
he4+fe55-->n+ni58 reacIndex=1338 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni58-->he4+fe55 reacIndex=1339 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 602:
he4+fe55-->p+co58 reacIndex=1340 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+co58-->he4+fe55 reacIndex=1341 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 603:
n+fe56-->fe57 reacIndex=1342 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe57-->n+fe56 reacIndex=1343 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 604:
p+fe56-->co57 reacIndex=1344 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co57-->p+fe56 reacIndex=1345 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 605:
he4+fe56-->ni60 reacIndex=1346 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni60-->he4+fe56 reacIndex=1347 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 606:
p+fe56-->n+co56 reacIndex=1348 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co56-->p+fe56 reacIndex=1349 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 607:
he4+fe56-->n+ni59 reacIndex=1350 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni59-->he4+fe56 reacIndex=1351 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 608:
he4+fe56-->p+co59 reacIndex=1352 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+co59-->he4+fe56 reacIndex=1353 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 609:
n+fe57-->fe58 reacIndex=1354 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe58-->n+fe57 reacIndex=1355 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 610:
p+fe57-->co58 reacIndex=1356 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co58-->p+fe57 reacIndex=1357 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 611:
he4+fe57-->ni61 reacIndex=1358 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni61-->he4+fe57 reacIndex=1359 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 612:
p+fe57-->n+co57 reacIndex=1360 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co57-->p+fe57 reacIndex=1361 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 613:
he4+fe57-->n+ni60 reacIndex=1362 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni60-->he4+fe57 reacIndex=1363 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 614:
p+fe58-->co59 reacIndex=1364 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co59-->p+fe58 reacIndex=1365 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 615:
he4+fe58-->ni62 reacIndex=1366 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni62-->he4+fe58 reacIndex=1367 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 616:
p+fe58-->n+co58 reacIndex=1368 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co58-->p+fe58 reacIndex=1369 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 617:
he4+fe58-->n+ni61 reacIndex=1370 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni61-->he4+fe58 reacIndex=1371 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 618:
co53-->fe53+e++nu reacIndex=1372 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 619:
n+co53-->co54 reacIndex=1373 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co54-->n+co53 reacIndex=1374 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 620:
he4+co53-->cu57 reacIndex=1375 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu57-->he4+co53 reacIndex=1376 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 621:
he4+co53-->p+ni56 reacIndex=1377 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni56-->he4+co53 reacIndex=1378 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 622:
co54-->fe54+e++nu reacIndex=1379 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 623:
n+co54-->co55 reacIndex=1380 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co55-->n+co54 reacIndex=1381 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 624:
he4+co54-->cu58 reacIndex=1382 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu58-->he4+co54 reacIndex=1383 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 625:
he4+co54-->n+cu57 reacIndex=1384 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu57-->he4+co54 reacIndex=1385 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 626:
he4+co54-->p+ni57 reacIndex=1386 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni57-->he4+co54 reacIndex=1387 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 627:
co55-->fe55+e++nu reacIndex=1388 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 628:
n+co55-->co56 reacIndex=1389 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co56-->n+co55 reacIndex=1390 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 629:
p+co55-->ni56 reacIndex=1391 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni56-->p+co55 reacIndex=1392 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 630:
he4+co55-->cu59 reacIndex=1393 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu59-->he4+co55 reacIndex=1394 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 631:
he4+co55-->n+cu58 reacIndex=1395 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu58-->he4+co55 reacIndex=1396 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 632:
he4+co55-->p+ni58 reacIndex=1397 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni58-->he4+co55 reacIndex=1398 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 633:
co56-->fe56+e++nu reacIndex=1399 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 634:
n+co56-->co57 reacIndex=1400 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co57-->n+co56 reacIndex=1401 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 635:
p+co56-->ni57 reacIndex=1402 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni57-->p+co56 reacIndex=1403 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 636:
he4+co56-->cu60 reacIndex=1404 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu60-->he4+co56 reacIndex=1405 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 637:
p+co56-->n+ni56 reacIndex=1406 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni56-->p+co56 reacIndex=1407 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 638:
he4+co56-->n+cu59 reacIndex=1408 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu59-->he4+co56 reacIndex=1409 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 639:
he4+co56-->p+ni59 reacIndex=1410 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni59-->he4+co56 reacIndex=1411 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 640:
co57+e-->fe57+nu reacIndex=1412 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 641:
n+co57-->co58 reacIndex=1413 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co58-->n+co57 reacIndex=1414 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 642:
p+co57-->ni58 reacIndex=1415 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni58-->p+co57 reacIndex=1416 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 643:
he4+co57-->cu61 reacIndex=1417 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu61-->he4+co57 reacIndex=1418 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 644:
p+co57-->n+ni57 reacIndex=1419 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni57-->p+co57 reacIndex=1420 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 645:
he4+co57-->n+cu60 reacIndex=1421 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu60-->he4+co57 reacIndex=1422 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 646:
he4+co57-->p+ni60 reacIndex=1423 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni60-->he4+co57 reacIndex=1424 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 647:
co58+e-->fe58+nu reacIndex=1425 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 648:
n+co58-->co59 reacIndex=1426 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co59-->n+co58 reacIndex=1427 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 649:
p+co58-->ni59 reacIndex=1428 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni59-->p+co58 reacIndex=1429 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 650:
he4+co58-->cu62 reacIndex=1430 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu62-->he4+co58 reacIndex=1431 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 651:
p+co58-->n+ni58 reacIndex=1432 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni58-->p+co58 reacIndex=1433 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 652:
he4+co58-->n+cu61 reacIndex=1434 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu61-->he4+co58 reacIndex=1435 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 653:
he4+co58-->p+ni61 reacIndex=1436 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni61-->he4+co58 reacIndex=1437 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 654:
p+co59-->ni60 reacIndex=1438 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni60-->p+co59 reacIndex=1439 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 655:
he4+co59-->cu63 reacIndex=1440 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu63-->he4+co59 reacIndex=1441 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 656:
p+co59-->n+ni59 reacIndex=1442 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ni59-->p+co59 reacIndex=1443 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 657:
he4+co59-->n+cu62 reacIndex=1444 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu62-->he4+co59 reacIndex=1445 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 658:
he4+co59-->p+ni62 reacIndex=1446 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ni62-->he4+co59 reacIndex=1447 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 659:
ni56+e-->co56+nu reacIndex=1448 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 660:
n+ni56-->ni57 reacIndex=1449 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni57-->n+ni56 reacIndex=1450 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 661:
p+ni56-->cu57 reacIndex=1451 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+ni56-->cu57 reacIndex=1452 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
p+ni56-->cu57 reacIndex=1453 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
cu57-->p+ni56 reacIndex=1454 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
cu57-->p+ni56 reacIndex=1455 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
cu57-->p+ni56 reacIndex=1456 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 662:
he4+ni56-->zn60 reacIndex=1457 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn60-->he4+ni56 reacIndex=1458 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 663:
he4+ni56-->n+zn59 reacIndex=1459 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn59-->he4+ni56 reacIndex=1460 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 664:
he4+ni56-->p+cu59 reacIndex=1461 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cu59-->he4+ni56 reacIndex=1462 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 665:
ni57+e-->co57+nu reacIndex=1463 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 666:
n+ni57-->ni58 reacIndex=1464 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni58-->n+ni57 reacIndex=1465 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 667:
p+ni57-->cu58 reacIndex=1466 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu58-->p+ni57 reacIndex=1467 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 668:
he4+ni57-->zn61 reacIndex=1468 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn61-->he4+ni57 reacIndex=1469 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 669:
p+ni57-->n+cu57 reacIndex=1470 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu57-->p+ni57 reacIndex=1471 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 670:
he4+ni57-->n+zn60 reacIndex=1472 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn60-->he4+ni57 reacIndex=1473 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 671:
he4+ni57-->p+cu60 reacIndex=1474 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cu60-->he4+ni57 reacIndex=1475 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 672:
n+ni58-->ni59 reacIndex=1476 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni59-->n+ni58 reacIndex=1477 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 673:
p+ni58-->cu59 reacIndex=1478 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu59-->p+ni58 reacIndex=1479 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 674:
he4+ni58-->zn62 reacIndex=1480 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn62-->he4+ni58 reacIndex=1481 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 675:
p+ni58-->n+cu58 reacIndex=1482 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu58-->p+ni58 reacIndex=1483 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 676:
he4+ni58-->n+zn61 reacIndex=1484 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn61-->he4+ni58 reacIndex=1485 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 677:
he4+ni58-->p+cu61 reacIndex=1486 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cu61-->he4+ni58 reacIndex=1487 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 678:
ni59+e-->co59+nu reacIndex=1488 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 679:
n+ni59-->ni60 reacIndex=1489 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni60-->n+ni59 reacIndex=1490 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 680:
p+ni59-->cu60 reacIndex=1491 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu60-->p+ni59 reacIndex=1492 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 681:
he4+ni59-->zn63 reacIndex=1493 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn63-->he4+ni59 reacIndex=1494 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 682:
p+ni59-->n+cu59 reacIndex=1495 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu59-->p+ni59 reacIndex=1496 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 683:
he4+ni59-->n+zn62 reacIndex=1497 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn62-->he4+ni59 reacIndex=1498 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 684:
he4+ni59-->p+cu62 reacIndex=1499 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cu62-->he4+ni59 reacIndex=1500 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 685:
n+ni60-->ni61 reacIndex=1501 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni61-->n+ni60 reacIndex=1502 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 686:
p+ni60-->cu61 reacIndex=1503 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu61-->p+ni60 reacIndex=1504 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 687:
he4+ni60-->zn64 reacIndex=1505 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn64-->he4+ni60 reacIndex=1506 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 688:
p+ni60-->n+cu60 reacIndex=1507 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu60-->p+ni60 reacIndex=1508 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 689:
he4+ni60-->n+zn63 reacIndex=1509 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn63-->he4+ni60 reacIndex=1510 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 690:
he4+ni60-->p+cu63 reacIndex=1511 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cu63-->he4+ni60 reacIndex=1512 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 691:
n+ni61-->ni62 reacIndex=1513 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ni62-->n+ni61 reacIndex=1514 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 692:
p+ni61-->cu62 reacIndex=1515 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu62-->p+ni61 reacIndex=1516 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 693:
he4+ni61-->zn65 reacIndex=1517 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn65-->he4+ni61 reacIndex=1518 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 694:
p+ni61-->n+cu61 reacIndex=1519 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu61-->p+ni61 reacIndex=1520 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 695:
he4+ni61-->n+zn64 reacIndex=1521 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+zn64-->he4+ni61 reacIndex=1522 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 696:
p+ni62-->cu63 reacIndex=1523 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cu63-->p+ni62 reacIndex=1524 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 697:
he4+ni62-->zn66 reacIndex=1525 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
zn66-->he4+ni62 reacIndex=1526 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 698:
p+ni62-->n+cu62 reacIndex=1527 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cu62-->p+ni62 reacIndex=1528 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 699:
he4+ni62-->n+zn65 reacIndex=1529 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
